code,name,in_colorectal_tree,relation_types,relation_groups,nci_url
C90529,AJCC v6 Stage,N,Disease_Is_Stage,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90529
C90530,AJCC v7 Stage,N,Disease_Is_Stage,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90530
C132248,AJCC v8 Stage,N,Disease_Is_Stage,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C132248
C17567,APC Gene,N,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17567
C52458,APC wt Allele,N,Gene_Involved_In_Pathogenesis_Of_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52458
C20763,AXIN2 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C20763
C52464,AXIN2 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52464
C220627,AXIN2-Associated Polyposis,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C220627
C26682,Abdominal Pain,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C26682
C45659,Absence of Invasion,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C45659
C61059,Adenine DNA Glycosylase,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C61059
C36773,Adenocarcinoma Cell,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36773
C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,N,Disease_Has_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37117
C7676,Adenocarcinoma in Adenomatous Polyp,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7676
C3764,Adenomatous Polyp,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3764
C159556,Advanced Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C159556
C156746,Advanced Digestive System Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156746
C162653,Advanced Squamous Cell Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162653
C36104,Aggressive Clinical Course,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36104
C7477,Anal Canal Paget Disease,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7477
C7476,Anal Margin Paget Disease,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7476
C5598,Anal Paget Disease,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5598
C36113,Anaplastic Lesion,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36113
C186102,Anorectal Area,N,Disease_Has_Associated_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C186102
C21574,Antigen Peptide Transporter 1,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C21574
C6729,Attenuated Familial Adenomatous Polyposis,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6729
C18324,BAX Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18324
C49368,BAX wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49368
C24259,BCL10 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24259
C49369,BCL10 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49369
C20350,BIRC5 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C20350
C49359,BIRC5 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49359
C18363,BRAF Gene,N,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18363
C40430,BRAF Gene Mutation,N,Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C40430
C51194,BRAF wt Allele,N,Gene_Involved_In_Pathogenesis_Of_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51194
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36100
C24331,BRINP1 Gene,N,Gene_Is_Biomarker_Of,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24331
C54426,BRINP1 wt Allele,N,Gene_Is_Biomarker_Of,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54426
C21494,BUB1 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C21494
C49442,BUB1 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49442
C18179,Baculoviral IAP Repeat-Containing Protein 5,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18179
C36122,Benign Cellular Infiltrate,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36122
C136243,Bevacizumab/Capecitabine Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136243
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136255
C136258,Bevacizumab/Irinotecan Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136258
C2903,Bloom Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C2903
C136254,Bolus Fluorouracil/Leucovorin Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136254
C17815,Breast Cancer Type 1 Susceptibility Protein,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17815
C63596,CAPOX Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63596
C63609,CAPOX-Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63609
C204582,CAPOX-Cetuximab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C204582
C227047,CAPOX-Cetuximab/Encorafenib Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227047
C227048,CAPOX-Encorafenib/Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227048
C221014,CAPOX/Atezolizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C221014
C18249,CDH1 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18249
C51151,CDH1 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51151
C24293,CEACAM7 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24293
C51025,CEACAM7 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51025
C176588,CHEK2-Related Hereditary Cancer Predisposition Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C176588
C24296,CHKA Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24296
C51051,CHKA wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51051
C158520,CPTAC Codelists Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C158520
C158035,CPTAC Medical Conditions Codelist,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C158035
C156966,CPTAC Neoplasms Codelist,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156966
C156952,CPTAC Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156952
C88931,CSMD1 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C88931
C88932,CSMD1 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C88932
C118168,CTRP Disease Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C118168
C116977,CTRP Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C116977
C138190,CTS-API Disease Main Type Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C138190
C88933,CUB and Sushi Domain-Containing Protein 1,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C88933
C17245,Cadherin-1,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17245
C203950,CapOX/Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C203950
C136244,Capecitabine/Cetuximab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136244
C136245,Capecitabine/Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136245
C25903,Carcinoembryonic Antigen-Related Cell Adhesion Molecule 7,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C25903
C54172,Carcinomatous Component Present,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54172
C17478,Catenin Beta-1,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17478
C12381,Cecum,N,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12381
C12508,Cell,N,Disease_Has_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12508
C165258,Cellosaurus Disease Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C165258
C17387,Cellular Tumor Antigen p53,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17387
C63606,Cetuximab/Irinotecan Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63606
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153480
C190275,Childhood Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C190275
C60644,Childhood Lesion,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60644
C213152,Childhood Malignant Intestinal Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213152
C4005,Childhood Malignant Neoplasm,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4005
C6283,Childhood Neoplasm,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6283
C25920,Choline Kinase Alpha,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C25920
C60674,Chromogranin-A Positive Neoplastic Cells Present,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60674
C138188,Clinical Trials Search-Application Programming Interface Disease Category Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C138188
C34128,Cloacal Membrane,N,Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C34128
C12382,Colon,N,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12382
C3864,Colon Adenoma,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3864
C96479,Colon Adenomatous Polyp,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96479
C5697,Colon Neuroendocrine Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5697
C17514,Colorectal Mutant Cancer Protein,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17514
C96152,Colorectal Neuroendocrine Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96152
C54189,Colorectal Region,N,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54189
C36128,Comedo Necrosis,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36128
C37930,Constipation,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37930
C130202,Constitutional Mismatch Repair Deficiency Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C130202
C201124,Cribriform Comedo-Type Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C201124
C35920,Cribriform Pattern,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35920
C2965,Crohn Disease,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C2965
C17358,DCC Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17358
C54427,DCC wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54427
C21543,DNA Repair and Recombination Protein RAD54-Like,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C21543
C12378,Digestive System,N,Disease_Has_Associated_Anatomic_Site|Disease_Has_Metastatic_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12378
C210140,Digestive System Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C210140
C226527,Digestive System Adenosquamous Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226527
C96963,Digestive System Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96963
C35180,Digestive System Carcinoma In Situ,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35180
C154617,Digestive System Large Cell Neuroendocrine Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C154617
C95406,Digestive System Mixed Adenoneuroendocrine Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C95406
C154641,Digestive System Small Cell Neuroendocrine Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C154641
C226528,Digestive System Undifferentiated Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226528
C202632,Distal Colon,N,Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C202632
C18421,EPCAM Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18421
C51229,EPCAM wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51229
C13054,Embryonic Cell,N,Disease_Excludes_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C13054
C32506,Endocrine Cell,N,Disease_Has_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C32506
C12573,Endocrine Cell of the Digestive System,N,Disease_Has_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12573
C188014,Endocrine Differentiation,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C188014
C12704,Endocrine Gland,N,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12704
C12705,Endocrine System,N,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12705
C12865,Endothelial Cell,N,Disease_Excludes_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12865
C12578,Epithelial Cell,N,Disease_Has_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12578
C20209,Epithelial Cell Adhesion Molecule,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C20209
C53596,Epithelial Component Present,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C53596
C45714,Epithelial Tissue,N,Disease_Has_Normal_Tissue_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C45714
C207031,Expression of Neuroendocrine Markers Present,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C207031
C36150,Extensive Stage Lesion,N,Disease_Excludes_Finding|Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36150
C187404,Extracellular Mucin Present,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C187404
C32573,Extrahepatic Bile Duct,N,Disease_Excludes_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C32573
