code,name,active,concept_status,semantic_types,umls_cui,relation_types,relation_groups,definitions,synonym_count,nci_url
C17245,Cadherin-1,True,DEFAULT,"Amino Acid, Peptide, or Protein",C1739912,Gene_Product_Malfunction_Associated_With_Disease,role,"Cadherin-1 (882 aa, ~97 kDa) is encoded by the human CHD1 gene. This protein plays a role in the regulation of cell-cell adhesion, proliferation, and motility of epithelial cells",16,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17245
C203950,CapOX/Panitumumab Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of capecitabine, oxaliplatin, and panitumumab that can be used for the treatment of colorectal cancer and appendiceal cancer.",13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C203950
C136244,Capecitabine/Cetuximab Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,A regimen consisting of capecitabine and cetuximab that is used for the treatment of colon cancer.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136244
C136245,Capecitabine/Panitumumab Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,A regimen consisting of capecitabine and panitumumab that is used for the treatment of colon cancer.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136245
C25903,Carcinoembryonic Antigen-Related Cell Adhesion Molecule 7,True,DEFAULT,"Amino Acid, Peptide, or Protein",C1332746,Gene_Product_Malfunction_Associated_With_Disease,role,"Carcinoembryonic antigen-related cell adhesion molecule 7 (265 aa, ~29 kDa) is encoded by the human CEACAM7 gene. This protein may play a role in tumor suppresssion.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C25903
C54172,Carcinomatous Component Present,True,DEFAULT,Finding,C1707292,Disease_Has_Finding,role,A morphologic finding indicating the presence of a malignant epithelial component in a tumor sample.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54172
C17478,Catenin Beta-1,True,DEFAULT,"Amino Acid, Peptide, or Protein",C1531189,Gene_Product_Malfunction_Associated_With_Disease,role,"Catenin beta-1 (781 aa, ~85 kDa) is encoded by the human CTNNB1 gene. This protein is involved in Wnt signaling, adherens junction structure, and the regulation of cell growth.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17478
C12381,Cecum,True,DEFAULT,"Body Part, Organ, or Organ Component",C0007531,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,"A blind pouch-like commencement of the colon in the right lower quadrant of the abdomen at the end of the small intestine and the start of the large intestine. | A pouch in the digestive tract that connects the ileum with the ascending colon of the large intestine. It is separated from the ileum by the ileocecal valve, and is the beginning of the large intestine. It is also separated from the colon by the cecocolic junction. | A pouch that forms the first part of the large intestine. It connects the small intestine to the colon, which is part of the large intestine. | The pouch-like portion of the proximal large intestine opening into the colon.",13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12381
C12508,Cell,True,DEFAULT,Cell,C3282337,Disease_Has_Normal_Cell_Origin,role,"The individual unit that makes up all of the tissues of the body. All living things are made up of one or more cells. | The smallest units of living structure capable of independent existence, composed of a membrane-enclosed mass of protoplasm and containing a nucleus or nucleoid.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12508
C165258,Cellosaurus Disease Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,"The Cellosaurus Disease Terminology is a set of terms used to annotate cell lines originating from a diseased patient or animal. For inherited diseases, the relevant terms are only applied to cell lines originating from individuals suffering or at risk for a disease and not for individuals that are carriers for such disease. For cancers, the relevant terms are only applied to cell lines established from a cancerous tissue. The Cellosaurus is developed by Dr. Amos Bairoch of the CALIPHO group at the Swiss Institute of Bioinformatics.",3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C165258
C17387,Cellular Tumor Antigen p53,True,DEFAULT,"Amino Acid, Peptide, or Protein",C0146283,Gene_Product_Malfunction_Associated_With_Disease,role,"Cellular tumor antigen p53 (393 aa, ~44 kDa) is encoded by the human TP53 gene. This protein plays a role in the regulation of both the cell cycle and apoptosis.",16,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17387
C63606,Cetuximab/Irinotecan Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,C1881267,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of irinotecan and cetuximab that can be used for the treatment of colorectal cancer, and appendiceal cancer.",7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63606
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of cetuximab, irinotecan and vemurafenib that can be used for the treatment of colon cancer.",10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153480
C190275,Childhood Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A rare carcinoma that occurs during childhood.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C190275
C60644,Childhood Lesion,True,DEFAULT,Finding,C1880068,Disease_Has_Finding,role,A benign or malignant lesion arising during childhood.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60644
C213152,Childhood Malignant Intestinal Neoplasm,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A primary or metastatic malignant neoplasm that affects the intestine and occurs during childhood.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213152
C4005,Childhood Malignant Neoplasm,True,DEFAULT,Neoplastic Process,C0278704,Concept_In_Subset,association,"A malignant neoplasm that occurs during childhood. Representative examples include acute leukemias, malignant brain neoplasms, and sarcomas.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4005
C6283,Childhood Neoplasm,True,DEFAULT,Neoplastic Process,C1368871,Concept_In_Subset,association,A benign or malignant neoplasm that occurs during childhood.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6283
C25920,Choline Kinase Alpha,True,DEFAULT,"Amino Acid, Peptide, or Protein|Enzyme",C0008415,Gene_Product_Malfunction_Associated_With_Disease,role,"Choline kinase alpha (457 aa, ~52 kDa) is encoded by the human CHKA gene. This protein plays a role in phospholipid biosynthesis.",17,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C25920
C60674,Chromogranin-A Positive Neoplastic Cells Present,True,DEFAULT,Finding,C1880078,Disease_Has_Finding,role,An immunophenotypic test result indicating positive staining of neoplastic cells for chromogranin A.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60674
C138188,Clinical Trials Search-Application Programming Interface Disease Category Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,Terminology subsets used for the purpose of supporting the CTS-API.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C138188
C34128,Cloacal Membrane,True,DEFAULT,Embryonic Structure,C0231056,Disease_Has_Primary_Anatomic_Site,role,"The membrane covering the embryonic cloaca; it is composed from ectoderm and endoderm, and, following cloacal folding during embryonic development, the membrane ruptures and is absorbed, becoming continuous with the rectum.",2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C34128
C12382,Colon,True,DEFAULT,"Body Part, Organ, or Organ Component",C0009368,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,"The longest part of the large intestine, which is a tube-like organ connected to the small intestine at one end and the anus at the other. The colon removes water and some nutrients and electrolytes from partially digested food. The remaining material, solid waste called stool, moves through the colon to the rectum and leaves the body through the anus. | The part of the large intestine measured from the cecum to the rectum consisting of ascending, transverse, descending and sigmoid portions. The purpose of the colon is to remove water from digested food prior to excretion. | The portion of the large intestine which extends from the cecum (or small intestine in animals that don't have a cecum) to the rectum.",14,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12382
C3864,Colon Adenoma,True,DEFAULT,Neoplastic Process,C0850572,Disease_Has_Associated_Disease,role,An adenoma that arises from the colon. The group of colon adenomas includes conventional adenomas and traditional serrated adenomas.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3864
C96479,Colon Adenomatous Polyp,True,DEFAULT,Neoplastic Process,C1868071,Disease_Has_Associated_Disease,role,"A polypoid adenoma that arises from, and protrudes into the lumen of, the colon.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96479
C5697,Colon Neuroendocrine Neoplasm,True,DEFAULT,Neoplastic Process,C1333097,is_parent_of,hierarchy,A neoplasm with neuroendocrine differentiation that arises from the colon. It includes neuroendocrine tumors (well-differentiated neuroendocrine neoplasms) and neuroendocrine carcinomas (poorly differentiated neuroendocrine neoplasms).,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5697
C17514,Colorectal Mutant Cancer Protein,True,DEFAULT,"Amino Acid, Peptide, or Protein",C1447119,Gene_Product_Malfunction_Associated_With_Disease,role,"Colorectal mutant cancer protein (829 aa, ~93 kDa) is encoded by the human MCC gene. This protein may be involved in modulation of the cell cycle.",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17514
C96152,Colorectal Neuroendocrine Neoplasm,True,DEFAULT,Neoplastic Process,C3272603,is_parent_of,hierarchy,A neoplasm with neuroendocrine differentiation that arises from the colon or rectum. It includes neuroendocrine tumors (well-differentiated neuroendocrine neoplasms) and neuroendocrine carcinomas (poorly differentiated neuroendocrine neoplasms).,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96152
C54189,Colorectal Region,True,DEFAULT,Anatomical Structure,C1711309,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,The region that includes the colon and the rectum.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54189
C36128,Comedo Necrosis,True,DEFAULT,Finding,C1333127,Disease_Has_Finding,role,A morphologic finding that indicates the presence of a cancerous tumor with a central area that contains necrotic cancer cells.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36128
C37930,Constipation,True,DEFAULT,Finding,C3551741,Disease_May_Have_Finding,role,"A condition in which stool becomes hard, dry, and difficult to pass, and bowel movements don't happen very often. Other symptoms may include painful bowel movements, and feeling bloated, uncomfortable, and sluggish. | A disorder characterized by irregular and infrequent or difficult evacuation of the bowels. | Irregular and infrequent or difficult evacuation of the bowels.",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37930
C130202,Constitutional Mismatch Repair Deficiency Syndrome,True,DEFAULT,Disease or Syndrome,,Disease_May_Have_Associated_Disease,role,"A rare childhood cancer predisposition syndrome caused by biallelic inheritance of mutations in MLH1, MSH2, MSH6, or PMS2 genes. It is characterized by the development of childhood cancers, usually hematological malignancies and/or brain tumors, and colorectal cancers with multiple intestinal polyps. The majority of patients show signs of neurofibromatosis type 1.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C130202
C201124,Cribriform Comedo-Type Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,An adenocarcinoma characterized by the presence of malignant cribriform glands with central necrotic changes.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C201124
C35920,Cribriform Pattern,True,DEFAULT,Finding,C1333163,Disease_Has_Finding,role,A morphologic finding indicating the presence of sheets of malignant epithelial cells punctuated by gland-like spaces in a tissue sample. | Formation of epithelial pseudoglandular structures with lumens.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35920
C2965,Crohn Disease,True,DEFAULT,Disease or Syndrome,C3553281,Disease_Has_Associated_Disease,role,"A chronic, transmural inflammation that can affect any location along the gastrointestinal tract. | A condition in which the gastrointestinal tract is inflamed over a long period of time. Crohn disease usually affects the small intestine and colon. Symptoms include fever, diarrhea, stomach cramps, vomiting, and weight loss. Crohn disease increases the risk of colorectal cancer and small intestine cancer. It is a type of inflammatory bowel disease (IBD). | A condition in which the gastrointestinal tract is inflamed over a long period of time. Regional enteritis usually affects the small intestine and colon. Symptoms include fever, diarrhea, stomach cramps, vomiting, and weight loss. Regional enteritis increases the risk of colorectal cancer and small intestine cancer. It is a type of inflammatory bowel disease (IBD). | A gastrointestinal disorder characterized by chronic inflammation involving all layers of the intestinal wall, noncaseating granulomas affecting the intestinal wall and regional lymph nodes, and transmural fibrosis. Crohn disease most commonly involves the terminal ileum; the colon is the second most common site of involvement.",13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C2965
C17358,DCC Gene,True,DEFAULT,Gene or Genome,C0079414,Gene_Associated_With_Disease,role,This gene plays a role in the regulation of several processes that determine neuronal cell morphology.,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17358
C54427,DCC wt Allele,True,DEFAULT,Gene or Genome,C1704789,Gene_Associated_With_Disease,role,"Human DCC wild-type allele is located in the vicinity of 18q21.3 and is approximately 1190 kb in length. This allele, which encodes netrin receptor DCC protein, plays a role in both axonal guidance and neuronal growth cone formation. Mutation of this gene may be associated with both colorectal and esophageal carcinomas.",14,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54427
