id,label,node_kind,in_colorectal_tree,category,research_axis,semantic_types,depth_from_root,active,concept_status,umls_cui,icd_o_3_code,definition,aliases,alias_count,nci_url
C126659,NCIt Neoplasm Core Terminology,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,"A core reference set of NCIt neoplasm classification concepts to facilitate consistent coding, analysis, and data sharing across a broad range of NCI and related resources.",NCIt Neoplasm Core Terminology,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C126659
C90259,NICHD Terminology,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,C2983498,,"Core library of terms associated with pediatrics, representing information related to child health and development from pre-birth through 21 years of age; contributed by the National Institute of Child Health and Human Development.",NICHD Terminology,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90259
C132009,Pediatric Hematology-Oncology Terminology,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,"Terminology developed by a collaborative effort of the National Cancer Institute's Enterprise Vocabulary Services, the National Institute of Child Health and Human Development, and an international group of clinicians and informaticists to support the reporting of events observed in clinical care and research in children and adolescents seen by experts in blood disorders and cancer.",Pediatric Hematology-Oncology Terminology|Pediatric Heme-Onc Terminology,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C132009
C177584,TCGA BCR Tumor Code Identifier,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,A two digit numerical identifier assigned to a specific tumor sample from a by the The Cancer Genome Atlas (TCGA) Biospecimen Core Resource (BCR).,TCGA BCR Tumor Code Identifier|tumor code id|tumor_code_id,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177584
C193249,mCode Cancer Disorder Value Set,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,"Terminology created by EVS to support the Minimal Common Oncology Data Elements (mCode), a data standard for all cancer types.",Cancer Disorder Value Set|mCode Cancer Disorder Value Set,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C193249
C193218,mCode Carcinoma In-Situ Disorder Value Set,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,"Terminology created by EVS to support the Minimal Common Oncology Data Elements (mCode), a data standard for all cancer types.",Carcinoma In-Situ Disorder Value Set|mCode Carcinoma In-Situ Disorder Value Set,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C193218
C193177,mCode Elixhauser Malignant Solid Tumors in Situ Value Set,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,"Terminology created by EVS to support the Minimal Common Oncology Data Elements (mCode), a data standard for all cancer types.",Elixhauser Malignant Solid Tumors in Situ Value Set|mCode Elixhauser Malignant Solid Tumors in Situ Value Set,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C193177
C193248,mCode Primary Cancer Disorder Value Set,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,"Terminology created by EVS to support the Minimal Common Oncology Data Elements (mCode), a data standard for all cancer types.",mCode Primary Cancer Disorder Value Set|Primary Cancer Disorder Value Set,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C193248
C193006,mCode Terminology,Entity,N,Terminology/Data Model,Terminology/data model,Intellectual Product,,True,DEFAULT,,,"Terminology created by EVS to support the Minimal Common Oncology Data Elements (mCode), a data standard for all cancer types.",mCode Terminology,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C193006
C45714,Epithelial Tissue,Entity,N,Tissue,Pathology/cytology,Tissue,,True,DEFAULT,,,,Epithelial Tissue,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C45714
C43370,Glandular Epithelium,Entity,N,Tissue,Pathology/cytology,Tissue,,True,DEFAULT,C0682578,,,Glandular Epithelium,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43370
C32926,Large Intestinal Mucosa,Entity,N,Tissue,Pathology/cytology,Tissue,,True,DEFAULT,C0734203,,"Mucosa consisting of the epithelium, basement membrane, lamina propria mucosae and lamina muscularis mucosae of the distal portion of the digestive tract from the small intestine to the anus.",Large Intestinal Mucosa,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C32926
C32931,Large Intestinal Wall Tissue,Entity,N,Tissue,Pathology/cytology,Tissue,,True,DEFAULT,C1517728,,"The tissue of the large intestine. It is composed of four layers - mucosa, submucosa, smooth muscle with inner circular and outer longitudinal layers, and serosa. The mucosa has a large number of goblet cells but does not have any villi. The longitudinal muscle layer is incomplete. The longitudinal muscle is limited to three distinct bands, called teniae coli that run the entire length of the colon. Contraction of the teniae coli exerts pressure on the wall and creates a series of pouches, called haustra, along the colon. Epiploic appendages, pieces of fat-filled connective tissue, are attached to the outer surface of the colon.",Large Intestinal Wall Tissue,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C32931
C12801,Tissue,Entity,N,Tissue,Pathology/cytology,Tissue,,True,DEFAULT,C0040300,,"A group or layer of cells that work together to perform a specific function. | An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function. | An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function. (NCI)","Normal|Normal Tissue|Tissue|TISSUE|tissue|Tissue, NOS|Tissues",7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12801
C136243,Bevacizumab/Capecitabine Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of bevacizumab and capecitabine that may be used for the treatment of colorectal cancer, small bowel , ampullary and appendiceal adenocarcinoma.",Avastin-Xeloda|Bevacizumab-Capecitabine|Bevacizumab/Capecitabine|Bevacizumab/Capecitabine Regimen|Capecitabine and Bevacizumab|Capecitabine and Bevacizumab-adcd|Capecitabine and Bevacizumab-awwb|Capecitabine and Bevacizumab-aybi|Capecitabine and Bevacizumab-bvzr|Capecitabine and Bevacizumab-equi|Capecitabine and Bevacizumab-maly|Capecitabine and Bevacizumab-onbe|Capecitabine and Bevacizumab-tnjn|Capecitabine-Bevacizumab|Capecitabine-Bevacizumab Regimen|Capecitabine/Bevacizumab|Capecitabine/Bevacizumab Regimen|Xeloda-Avastin Regimen|Xeloda/Avastin Regimen,19,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136243
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of bolus fluorouracil, leucovorin and bevacizumab that is used for the treatment of colorectal cancer and small bowel adenocarcinoma.",Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen|Bolus 5-FU/LV Plus Bevacizumab|Bolus 5-FU/LV Plus Bevacizumab Regimen|Bolus Fluorouracil/Leucovorin Plus Avastin Regimen|Bolus Fluorouracil/Leucovorin Plus Bevacizumab|Bolus Fluorouracil/Leucovorin/Avastin Regimen|Bolus Fluorouracil/Leucovorin/Bevacizumab|Bolus Fluorouracil/Leucovorin/Bevacizumab Regimen,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136255
C136258,Bevacizumab/Irinotecan Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of irinotecan and bevacizumab that can be used for the treatment of colorectal cancer, appendiceal adenocarcinoma, and small bowel adenocarcinoma.",Bevacizumab/Irinotecan Regimen|Irinotecan and Bevacizumab|Irinotecan and Bevacizumab-adcd|Irinotecan and Bevacizumab-awwb|Irinotecan and Bevacizumab-aybi|Irinotecan and Bevacizumab-bvzr|Irinotecan and Bevacizumab-equi|Irinotecan and Bevacizumab-maly|Irinotecan and Bevacizumab-onbe|Irinotecan and Bevacizumab-tnjn|Irinotecan-Avastin Regimen|Irinotecan-Bevacizumab|Irinotecan-Bevacizumab Regimen|Irinotecan/Avastin Regimen|Irinotecan/Bevacizumab|Irinotecan/Bevacizumab Regimen,16,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136258
C136254,Bolus Fluorouracil/Leucovorin Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of bolus fluorouracil and leucovorin that is used for the treatment of colon cancer, and ampullary, appendiceal, small bowel, and pancreatic adenocarcinoma.",Bolus 5-Fluorouracil-Leucovorin|Bolus 5-FU/Leucovorin|Bolus 5-FU/LV|Bolus 5-FU/LV Regimen|Bolus Fluorouracil-Leucovorin Regimen|Bolus Fluorouracil/Folinic Acid|Bolus Fluorouracil/Leucovorin Regimen|LV5FU2,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136254
C63596,CAPOX Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1879915,,"A regimen consisting of capecitabine and oxaliplatin that can be used for the treatment of ampullary, appendiceal, pancreatic and small bowel adenocarcinomas, anal, colorectal, gastric, esophageal and esophagogastric junction cancers, certain neuroendocrine tumors, occult primary tumors and mucinous carcinoma of the ovary. Low-dose CapeOX may be used for the treatment of gastric, esophageal and esophagogastric junction cancers.",Capecitabine-Oxaliplatin|Capecitabine-Oxaliplatin Regimen|Capecitabine/Oxaliplatin|Capecitabine/Oxaliplatin Regimen|CapeOx|CAPEOX Regimen|CapeOx Regimen|CAPOX|CAPOX Regimen,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63596
C63609,CAPOX-Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1879914,,"A regimen consisting of bevacizumab, capecitabine and oxaliplatin that may be used in the treatment of colorectal cancer, small bowel, appendiceal, and ampullary adenocarcinoma and mucinous carcinoma of the ovary.",B-CAPOX|Capecitabine-Oxaliplatin-Bevacizumab Regimen|CapeOx and Bevacizumab|CapeOx and Bevacizumab-adcd|CapeOx and Bevacizumab-awwb|CapeOx and Bevacizumab-aybi|CapeOx and Bevacizumab-bvzr|CapeOx and Bevacizumab-equi|CapeOx and Bevacizumab-maly|CapeOx and Bevacizumab-onbe|CapeOx and Bevacizumab-tnjn|CapeOx/Bevacizumab|CAPOX Plus Bevacizumab|CAPOX-Avastin Regimen|CAPOX-B|CAPOX-Bevacizumab Regimen,16,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63609
C204582,CAPOX-Cetuximab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of cetuximab, capecitabine and oxaliplatin that may be used in the treatment of colorectal cancer and appendiceal cancer.",Capecitabine-Cetuximab-Oxaliplatin|Capecitabine/Cetuximab/Oxaliplatin|CapeOx and Cetuximab|Capeox-Cetuximab Regimen|CAPOX-Cetuximab Regimen|Cetuximab-Capeox|Cetuximab/Capecitabine/Oxaliplatin|Cetuximab/CapeOx,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C204582
C227047,CAPOX-Cetuximab/Encorafenib Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of capecitabine and oxaliplatin (CAPOX), cetuximab and encorafenib that may be used in the treatment of colon cancer.",Capecitabine-Oxaliplatin Plus Cetuximab/Encorafenib|Capecitabine/Oxaliplatin Plus Encorafenib/Cetuximab|CapeOx Plus Cetuximab/Encorafenib|CapeOx-Cetuximab-Encorafenib Regimen|CapeOx/Encorafenib/Cetuximab|CAPOX-Cetuximab/Encorafenib Regimen|CAPOX-Erbitux/Braftovi|CAPOX/Cetuximab/Encorafenib|Cetuximab-Encorafenib-CapeOx|Cetuximab/Encorafenib/CapeOx|Cetuximab/Encorafenib/CAPOX|Erbitux/Braftovi/CAPOX,12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227047
C227048,CAPOX-Encorafenib/Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of capecitabine and oxaliplatin (CAPOX), encorafenib and panitumumab that may be used in the treatment of colon cancer.",Capecitabine-Oxaliplatin Plus Encorafenib/Panitumumab|Capecitabine/Oxaliplatin Plus Encorafenib/Panitumumab|CapeOx Plus Panitumumab/Encorafenib|CapeOx-Encorafenib-Panitumumab Regimen|CapeOx/Panitumumab/Encorafenib|CAPOX-Encorafenib/Panitumumab Regimen|CAPOX-Vectibix/Braftovi|CAPOX/Encorafenib/Panitumumab|Encorafenib-Panitumumab-CapeOx|Encorafenib/Panitumumab/CapeOx|Encorafenib/Panitumumab/CAPOX|Panitumumab/Encorafenib-CapeOx|Vectibix/Braftovi/CAPOX,13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227048
C221014,CAPOX/Atezolizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of atezolizumab, capecitabine, and oxaliplatin that can be used for the treatment of colon cancer, and small bowel adenocarcinoma.",Atezolizumab Plus CapeOx|Atezolizumab-CapeOx|Atezolizumab/Capecitabine/Oxaliplatin|Capecitabine-Oxaliplatin-Atezolizumab|Capecitabine/Oxaliplatin/Atezolizumab|CapeOx Plus Atezolizumab|CapeOX-Atezolizumab|CapeOX/Atezolizumab|CapeOx/Tecentriq Regimen|CapOX/Atezolizumab|CAPOX/Atezolizumab Regimen|CapOx/Tecentriq Regimen,12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C221014
C203950,CapOX/Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of capecitabine, oxaliplatin, and panitumumab that can be used for the treatment of colorectal cancer and appendiceal cancer.",Capecitabine-Oxaliplatin-Panitumumab|Capecitabine/Oxaliplatin/Panitumumab|CapeOx and Panitumumab|CapeOX-Panitumumab|CapeOX/Panitumumab|CapeOx/Vectibix Regimen|CapOX/Panitumumab|CapOX/Panitumumab Regimen|CapOx/Vectibix Regimen|Panitumumab Plus CapeOX|Panitumumab-CapeOX|Panitumumab/Capecitabine/Oxaliplatin,12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C203950
C136244,Capecitabine/Cetuximab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,A regimen consisting of capecitabine and cetuximab that is used for the treatment of colon cancer.,Capecitabine-Cetuximab|Capecitabine-Cetuximab Regimen|Capecitabine/Cetuximab|Capecitabine/Cetuximab Regimen|Xeloda/Erbitux Regimen,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136244
C136245,Capecitabine/Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,A regimen consisting of capecitabine and panitumumab that is used for the treatment of colon cancer.,Capecitabine-Panitumumab|Capecitabine-Panitumumab Regimen|Capecitabine/Panitumumab|Capecitabine/Panitumumab Regimen|Xeloda-Vectibix Regimen|Xeloda/Vectibix Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136245
C63606,Cetuximab/Irinotecan Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1881267,,"A regimen consisting of irinotecan and cetuximab that can be used for the treatment of colorectal cancer, and appendiceal cancer.",Cetuximab-Irinotecan|Cetuximab-Irinotecan Regimen|Cetuximab/Irinotecan|Cetuximab/Irinotecan Regimen|Irinotecan and Cetuximab|Irinotecan-Cetuximab Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63606
C153480,Cetuximab/Irinotecan/Vemurafenib Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of cetuximab, irinotecan and vemurafenib that can be used for the treatment of colon cancer.","Cetuximab-Irinotecan-Vemurafenib|Cetuximab-Irinotecan-Vemurafenib Regimen|Cetuximab/Irinotecan/Vemurafenib|Cetuximab/Irinotecan/Vemurafenib Regimen|Irinotecan + Cetuximab + Vemurafenib|Irinotecan + Cetuximab + Vemurafenib Regimen|Irinotecan, Vemurafenib, Cetuximab|Irinotecan/Cetuximab/Vemurafenib|Irinotecan/Cetuximab/Vemurafenib Regimen",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153480
C63593,FOLFIRI Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1880658,,"A regimen consisting of leucovorin calcium (calcium folinate), 5-fluorouracil, and irinotecan that can be used in the treatment of ampullary, appendiceal, small bowel, pancreatic and occult primary adenocarcinoma; colorectal, esophageal and esophagogastric junction, gastric, and hepatobiliary cancers; well-differentiated grade 3 neuroendocrine tumors (NETs), and extrapulmonary poorly differentiated neuroendocrine carcinoma, large or small cell carcinoma and mixed neuroendocrine-non-neuroendocrine neoplasm. | An abbreviation for a chemotherapy combination used to treat advanced colorectal cancer that has spread. It is also being studied in the treatment of other types of cancer. It includes the drugs leucovorin calcium (folinic acid), fluorouracil, and irinotecan hydrochloride.",Fluorouracil Continuous Infusion/Leucovorin/Irinotecan|Fluorouracil-Folinic Acid-Irinotecan|Fluorouracil/Folinic Acid/Irinotecan|Fluorouracil/Leucovorin/Irinotecan|FOLFIRI|FOLFIRI (L-Leucovorin)|FOLFIRI Regimen|FOLFIRI regimen|Folinic Acid-Fluorouracil-Irinotecan Regimen|Folinic Acid/Fluorouracil/Irinotecan Regimen,10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63593
C63608,FOLFIRI-Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1880657,,"A chemotherapy combination used as an initial treatment of colorectal cancer that has spread. It includes the drugs leucovorin (folinic acid), fluorouracil, irinotecan hydrochloride, and bevacizumab. | A regimen consisting of bevacizumab, fluorouracil, irinotecan and leucovorin that may be used in the treatment of ampullary and appendiceal adenocarcinoma, colorectal cancer, and small bowel adenocarcinoma.",Bevacizumab + IFL|FOLFIRI and Bevacizumab|FOLFIRI and Bevacizumab (L-Leucovorin)|FOLFIRI and Bevacizumab-adcd|FOLFIRI and Bevacizumab-adcd (L-Leucovorin)|FOLFIRI and Bevacizumab-awwb|FOLFIRI and Bevacizumab-awwb (L-Leucovorin)|FOLFIRI and Bevacizumab-aybi|FOLFIRI and Bevacizumab-aybi (L-Leucovorin)|FOLFIRI and Bevacizumab-bvzr|FOLFIRI and Bevacizumab-bvzr (L-Leucovorin)|FOLFIRI and Bevacizumab-equi|FOLFIRI and Bevacizumab-equi (L-Leucovorin)|FOLFIRI and Bevacizumab-maly|FOLFIRI and Bevacizumab-maly (L-Leucovorin)|FOLFIRI and Bevacizumab-onbe|FOLFIRI and Bevacizumab-onbe (L-Leucovorin)|FOLFIRI and Bevacizumab-tnjn|FOLFIRI and Bevacizumab-tnjn (L-Leucovorin)|FOLFIRI-Avastin regimen|FOLFIRI-Avastin Regimen|FOLFIRI-Bevacizumab Regimen|FOLFIRI-bevacizumab regimen|FOLFIRI/Bevacizumab Regimen|Folinic Acid-Fluorouracil-Irinotecan-Bevacizumab Regimen,25,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63608
C104152,FOLFIRI-Cetuximab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin (folinic acid), 5-fluorouracil, and irinotecan plus cetuximab that can be used for the treatment of colorectal cancer.",FOLFIRI and Cetuximab|FOLFIRI and Cetuximab (L-Leucovorin)|FOLFIRI-Cetuximab Regimen|FOLFIRI-Erbitux Regimen|FOLFIRI/Cetuximab Regimen|Leucovorin-Fluorouracil-Irinotecan-Cetuximab Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C104152
C225406,FOLFIRI-Cetuximab/Encorafenib Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin (folinic acid), 5-fluorouracil, and irinotecan (FOLFIRI) in combination with cetuximab and encorafenib that can be used for the treatment of colorectal cancer.",Cetuximab-Encorafenib-FOLFIRI|Cetuximab/Encorafenib/FOLFIRI|Encorafenib/Cetuximab/FOLFIRI|Erbitux-Braftovi-FOLFIRI|FOLFIRI-Cetuximab-Encorafenib Regimen|FOLFIRI-Cetuximab/Encorafenib Regimen|FOLFIRI-Erbitux-Braftovi Regimen|FOLFIRI/Encorafenib/Cetuximab Regimen|Leucovorin-Fluorouracil-Irinotecan-Cetuximab-Encorafenib Regimen,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C225406
C227045,FOLFIRI-Encorafenib/Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin (folinic acid), 5-fluorouracil, and irinotecan (FOLFIRI) in combination with encorafenib and panitumumab that can be used for the treatment of colon cancer.",Braftovi-Vectibix-FOLFIRI|Encorafenib-Panitumumab-FOLFIRI|Encorafenib/Panitumumab/FOLFIRI|FOLFIRI-Braftovi-Vectibix Regimen|FOLFIRI-Encorafenib/Panitumumab Regimen|FOLFIRI-Panitumumab-Encorafenib Regimen|FOLFIRI/Encorafenib/Panitumumab Regimen|Leucovorin-Fluorouracil-Irinotecan-Encorafenib-Panitumumab Regimen|Panitumumab-Encorafenib-FOLFIRI|Panitumumab/Encorafenib/FOLFIRI|Vectibix-Braftovi-FOLFIRI,11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227045
C136249,FOLFIRI-Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and irinotecan (FOLFIRI), plus panitumumab that is used for the treatment of colorectal cancer.",FOLFIRI and Panitumumab|FOLFIRI Plus Panitumumab|FOLFIRI Plus Vectibix|FOLFIRI-Panitumumab Regimen|FOLFIRI-Vectibix Regimen|FOLFIRI/Panitumumab Regimen|FOLFIRI/Vectibix Regimen|Folinic Acid/Fluorouracil/Irinotecan/Panitumumab Regimen,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136249
C136251,FOLFIRI-Ramucirumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and irinotecan (FOLFIRI), plus ramucirumab that is used for the treatment of appendiceal adenocarcinoma, colon, esophageal and esophagogastric junction, gastric and rectal cancers.",FOLFIRI and Ramucirumab|FOLFIRI Plus Cyramza|FOLFIRI Plus Ramucirumab|FOLFIRI-Cyramza|FOLFIRI-Cyramza Regimen|FOLFIRI-Ramucirumab|FOLFIRI-Ramucirumab Regimen|FOLFIRI/Cyramza|FOLFIRI/Cyramza Regimen|FOLFIRI/Ramucirumab|FOLFIRI/Ramucirumab Regimen|Folinic Acid/Fluorouracil/Irinotecan/Ramucirumab,12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136251
C136250,FOLFIRI-Ziv-aflibercept Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and irinotecan (FOLFIRI), plus ziv-aflibercept that is used for the treatment of appendiceal adenocarcinoma and colorectal cancer.",FOLFIRI|FOLFIRI and Ziv-aflibercept|FOLFIRI Plus Zaltrap|FOLFIRI Plus Ziv-aflibercept|FOLFIRI-Zaltrap Regimen|FOLFIRI-Ziv-aflibercept Regimen|FOLFIRI/Zaltrap|FOLFIRI/Zaltrap Regimen|FOLFIRI/Ziv-aflibercept|FOLFIRI/Ziv-aflibercept Regimen|Folinic Acid-Fluorouracil-Irinotecan-Ziv-aflibercept|Folinic Acid/Fluorouracil/Irinotecan/Ziv-aflibercept,12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136250
C63590,FOLFOX-4 Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1880659,,"A regimen comsisting of 5-fluorouracil, leucovorin and oxaliplatin, given on a 14-day cycle, that can be used for the treatment of ampullary and pancreatic adenocarcinoma, and biliary tract, esophageal and esophagogastric junction, gastric, and colorectal cancers.",FOLFOX-4 Regimen|FOLFOX4 (L-Leucovorin)|Folinic Acid-Fluororuracil-Oxaliplatin-4 Regimen,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63590
C63591,FOLFOX-6 Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1880660,,"A regimen consisting of leucovorin, infusional fluorouracil and oxaliplatin used for the treatment of advanced-stage and metastatic colorectal cancer. This particular version differs from the original FOLFOX (FOLFOX4) regimen with regards to both the doses and the administration of the three-drug combination. An alternative version, referred to as modified-FOLFOX6, is also used in clinical practice.",FOLFOX-6 Regimen|FOLFOX6|Folinic Acid-Fluorouracil-Oxaliplatin-6 Regimen,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63591
