id,label,node_kind,in_colorectal_tree,category,research_axis,semantic_types,depth_from_root,active,concept_status,umls_cui,icd_o_3_code,definition,aliases,alias_count,nci_url
C35961,Low Mitotic Activity,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1334428,,Decreased frequency of cellular mitosis.,Low Mitotic Activity,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35961
C78438,Lower Gastrointestinal Hemorrhage,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,,,"A disorder characterized by bleeding from the lower gastrointestinal tract (small intestine, large intestine, and anus). | Bleeding from the lower gastrointestinal tract (small intestine, large intestine, and anus).",Intestinal Hemorrhage|Lower Gastrointestinal Hemorrhage|Lower gastrointestinal hemorrhage,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C78438
C36115,Malignant Cellular Infiltrate,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1334570,,The spread of cancerous cells from the original site of growth to surrounding tissues.,Malignant Cellular Infiltrate,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36115
C40557,Metastatic Disease,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1513183,,"A disease that has become metastatic, that is arising at a location apart from the primary lesion. | A finding indicating that a tumor has spread from its original site of growth to another anatomic site.","DISEASE BECAME METASTATIC|Metastases|Metastasis|metastasis|Metastasis, NOS|Metastatic|Metastatic Disease|Metastatic Lesion",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C40557
C36181,Micropapillary Growth Pattern,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1334756,,A morphologic finding indicating the presence of a growth pattern dominated by the presence of small papillary structures.,Micropapillary|Micropapillary Growth Pattern|Micropapillary Pattern,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36181
C131459,Microsatellite Stable,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Laboratory or Test Result,,True,DEFAULT,,,Indicates that no positive loci have been detected in the microsatellite instability (MSI) biomarkers in a sample.,Microsatellite Stable|MSI stable|MSI Stable|MSS|Stable,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C131459
C157646,Mismatch Repair Proficient,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Laboratory or Test Result,,True,DEFAULT,,,A finding indicating that a sample has normal concentrations of unmutated mismatch repair proteins and is either microsatellite stable or has low microsatellite instability.,Mismatch Repair Deficiency Negative|Mismatch Repair Proficiency|Mismatch Repair Proficient|Mismatch Repair-Proficient|MMR Proficient|MMRp|MSI-H/dMMR Negative|No dMMR or MSI-H|Non-MSI-H/dMMR,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C157646
C41610,Mixed Cellular Population,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1513363,,A morphologic finding indicating the presence of a cellular infiltrate with a mixed population of cells in a tissue sample.,Mixed Cellular Population,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C41610
C165731,Mixed Malignant Epithelial Cell Population,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,,,A morphologic finding indicating the presence of a mixed population of malignant epithelial cells in a tumor sample.,Mixed Malignant Epithelial Cell Population,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C165731
C62273,Mixed Neoplastic Glandular and Squamous Cell Population,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1881876,,A morphologic finding indicating both glandular and squamous epithelial cells in a tumor specimen.,Mixed Neoplastic Glandular and Squamous Cell Population,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C62273
C36131,Moderately Differentiated Lesion,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1334790,,"A lesion composed of cells that exhibit moderately differentiated features. | Of, or pertaining to, a lesion or cells that have some but not all characteristics of the normal origin tissue.",MODERATELY DIFFERENTIATED|Moderately Differentiated Lesion,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36131
C38768,Mucinous Differentiation,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1513717,,A morphologic finding indicating that non-mucinous tumor cells are developing the characteristic features of mucinous cells.,Mucinous Differentiation,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C38768
C35999,Mucoid Stroma Formation,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1334812,,"A morphological finding indicating the presence of newly formed hyalinized, mucoid stromal cells. This is a characteristic finding in clear cell carcinomas.",Mucoid Stroma Formation,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35999
C36184,Necrosis,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1334928,,A finding indicating the presence of cellular necrosis in a tissue specimen.,Necrosis|Necrosis (Y/N)|Necrosis type|Necrotic Change|Tissue Necrosis,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36184
C43574,Neuroendocrine Differentiation,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1709218,,"A finding in a tissue sample indicating the presence of epithelial cells that express neuroendocrine markers by immunohistochemistry (e.g., chromogranin A and neuron-specific enolase) and/or neurosecretory granules by electron microscopy.",Neuroendocrine Differentiation,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43574
C210708,Neuroendocrine and Non-Neuroendocrine Differentiation Present in the Same Cells,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,,,A finding in a tissue sample indicating the co-expression of neuroendocrine and non-neuroendocrine biomarkers in the same epithelial cells.,Neuroendocrine and Non-Neuroendocrine Differentiation Present in the Same Cells,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C210708
C164254,Neuroendocrine and Non-Neuroendocrine Neoplastic Components Present,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,,,"A microscopic finding indicating the presence of two cellular neoplastic components, neuroendocrine and non-neuroendocrine, in a tissue sample.",Neuroendocrine and Non-Neuroendocrine Neoplastic Components Present,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C164254
C60707,Neuron-Specific Enolase Positive Neoplastic Cells Present,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1882073,,An immunophenotypic test result indicating positive staining of neoplastic cells for neuron-specific enolase.,Neuron-Specific Enolase Positive Neoplastic Cells Present|NSE Positive Neoplastic Cells Present,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60707
C48558,No Evidence of Metastatic Disease,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1709236,,Diagnostic tests fail to detect presence of metastatic lesions.,No Evidence of Metastatic Disease,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C48558
C36027,Non-Invasive Lesion,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1334983,,A neoplastic process that is confined to the site of origin without morphologic evidence of cellular infiltration of the surrounding tissues.,Non-Invasive Lesion,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36027
C161020,Oligometastatic Disease,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,,,A finding of a malignant solid neoplasm that has metastasized to a limited number of sites-existing in a state intermediate between localized disease and widespread metastatic disease.,Oligometastatic Disease,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C161020
C35911,Papillary Growth Pattern,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C1335326,,A morphologic finding indicating the presence of a cellular infiltrate with papillary growth in a tissue sample.,"Papillary Growth Pattern|Papillary Pattern|Papillary, NOS",3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35911
C95744,Poorly Cohesive Malignant Cellular Infiltrate,Entity,N,Finding/Clinical Attribute,Phenotype/finding,Finding,,True,DEFAULT,C2987394,,A morphologic finding indicating the presence of a malignant cellular infiltrate characterized by the presence of individual cells and/or tiny cellular aggregates.,Poorly Cohesive Malignant Cellular Infiltrate,1,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C95744
